sheet,stat,scope,scale,phrase_when_rises,phrase_when_falls
player_year,Starter middle 50% %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter middle 50% % (<value>).,<row> passes <other> for <N>th-lowest Starter middle 50% % (<value>).
player_year,Starter lower quartile %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter lower quartile % (<value>).,<row> passes <other> for <N>th-lowest Starter lower quartile % (<value>).
player_year,Starter PAR,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter PAR (<value>).,<row> passes <other> for <N>th-lowest Starter PAR (<value>).
player_year,Starter PAR per game,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter PAR per game (<value>).,<row> passes <other> for <N>th-lowest Starter PAR per game (<value>).
player_year,Starter PAR per game adjusted by position,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter PAR per game adjusted by position (<value>).,<row> passes <other> for <N>th-lowest Starter PAR per game adjusted by position (<value>).
player_year,Rostered scoring volatility,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered scoring volatility (<value>).,<row> passes <other> for <N>th-lowest Rostered scoring volatility (<value>).
player_year,Rostered scoring floor,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered scoring floor (<value>).,<row> passes <other> for <N>th-lowest Rostered scoring floor (<value>).
player_year,Rostered scoring ceiling,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered scoring ceiling (<value>).,<row> passes <other> for <N>th-lowest Rostered scoring ceiling (<value>).
player_year,Rostered boom %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered boom % (<value>).,<row> passes <other> for <N>th-lowest Rostered boom % (<value>).
player_year,Rostered bust %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered bust % (<value>).,<row> passes <other> for <N>th-lowest Rostered bust % (<value>).
player_year,Rostered upper quartile %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered upper quartile % (<value>).,<row> passes <other> for <N>th-lowest Rostered upper quartile % (<value>).
player_year,Rostered middle 50% %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered middle 50% % (<value>).,<row> passes <other> for <N>th-lowest Rostered middle 50% % (<value>).
player_year,Rostered lower quartile %,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered lower quartile % (<value>).,<row> passes <other> for <N>th-lowest Rostered lower quartile % (<value>).
player_year,Rostered consistency percentile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered consistency percentile (<value>).,<row> passes <other> for <N>th-lowest Rostered consistency percentile (<value>).
player_year,Rostered floor percentile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered floor percentile (<value>).,<row> passes <other> for <N>th-lowest Rostered floor percentile (<value>).
player_year,Rostered ceiling percentile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Rostered ceiling percentile (<value>).,<row> passes <other> for <N>th-lowest Rostered ceiling percentile (<value>).
player_year,Consistency percentile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Consistency percentile (<value>).,<row> passes <other> for <N>th-lowest Consistency percentile (<value>).
player_year,Floor percentile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Floor percentile (<value>).,<row> passes <other> for <N>th-lowest Floor percentile (<value>).
player_year,Ceiling percentile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Ceiling percentile (<value>).,<row> passes <other> for <N>th-lowest Ceiling percentile (<value>).
player_year,Weeks missed due to injury,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Weeks missed due to injury (<value>).,<row> passes <other> for <N>th-lowest Weeks missed due to injury (<value>).
player_year,Weeks missed due to suspension,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Weeks missed due to suspension (<value>).,<row> passes <other> for <N>th-lowest Weeks missed due to suspension (<value>).
player_year,Weeks as starter,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Weeks as starter (<value>).,<row> passes <other> for <N>th-lowest Weeks as starter (<value>).
player_year,Weeks on bench,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Weeks on bench (<value>).,<row> passes <other> for <N>th-lowest Weeks on bench (<value>).
player_year,Healthy weeks on bench,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Healthy weeks on bench (<value>).,<row> passes <other> for <N>th-lowest Healthy weeks on bench (<value>).
player_year,Weeks rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Weeks rostered (<value>).,<row> passes <other> for <N>th-lowest Weeks rostered (<value>).
player_year,Healthy weeks rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Healthy weeks rostered (<value>).,<row> passes <other> for <N>th-lowest Healthy weeks rostered (<value>).
player_year,% of starts,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starts (<value>).,<row> passes <other> for <N>th-lowest % of starts (<value>).
player_year,Healthy % of starts,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Healthy % of starts (<value>).,<row> passes <other> for <N>th-lowest Healthy % of starts (<value>).
player_year,Win % as starter,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Win % as starter (<value>).,<row> passes <other> for <N>th-lowest Win % as starter (<value>).
player_year,Win % while rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Win % while rostered (<value>).,<row> passes <other> for <N>th-lowest Win % while rostered (<value>).
player_year,Total points as starter,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total points as starter (<value>).,<row> passes <other> for <N>th-lowest Total points as starter (<value>).
player_year,Total points on bench,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total points on bench (<value>).,<row> passes <other> for <N>th-lowest Total points on bench (<value>).
player_year,% of league points,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of league points (<value>).,<row> passes <other> for <N>th-lowest % of league points (<value>).
player_year,Change in points from previous season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Change in points from previous season (<value>).,<row> passes <other> for <N>th-lowest Change in points from previous season (<value>).
player_year,Change in avg points from previous season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Change in avg points from previous season (<value>).,<row> passes <other> for <N>th-lowest Change in avg points from previous season (<value>).
player_year,Change in avg points from previous season adjusted by position,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Change in avg points from previous season adjusted by position (<value>).,<row> passes <other> for <N>th-lowest Change in avg points from previous season adjusted by position (<value>).
player_year,Change in points from career,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Change in points from career (<value>).,<row> passes <other> for <N>th-lowest Change in points from career (<value>).
player_year,Change in avg points from career,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Change in avg points from career (<value>).,<row> passes <other> for <N>th-lowest Change in avg points from career (<value>).
player_year,Change in avg points from career adjusted by position,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Change in avg points from career adjusted by position (<value>).,<row> passes <other> for <N>th-lowest Change in avg points from career adjusted by position (<value>).
